clim,region_gea,year,region_bld,value
Zone_4A Mixed Humid,EEU,2025,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2025,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2030,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2030,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2030,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2030,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2030,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2035,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2035,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2035,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2035,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2035,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2040,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2040,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2040,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2040,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2040,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2045,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2045,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2045,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2045,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2045,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2050,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2050,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2050,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2050,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2050,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2055,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2055,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2055,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2055,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2055,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2060,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2060,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2060,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2060,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2060,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2065,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2065,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2065,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2065,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2065,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2070,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2070,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2070,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2070,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2070,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2075,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2075,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2075,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2075,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2075,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2080,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2080,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2080,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2080,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2080,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2085,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2085,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2085,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2085,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2085,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2090,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2090,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2090,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2090,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2090,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2095,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2095,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2095,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2095,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2095,C-EEU-SVN,6.0
Zone_4A Mixed Humid,EEU,2100,C-EEU-BGR,6.0
Zone_4A Mixed Humid,EEU,2100,C-EEU-HRV,6.0
Zone_4A Mixed Humid,EEU,2100,C-EEU-HUN,6.0
Zone_4A Mixed Humid,EEU,2100,C-EEU-ROU,6.0
Zone_4A Mixed Humid,EEU,2100,C-EEU-SVN,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-AUT,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-BEL,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-DEU,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-ESP,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-FRA,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-GRC,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-IRL,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-ITA,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-NLD,6.0
Zone_4A Mixed Humid,WEU,2015,C-WEU-PRT,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-AUT,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-BEL,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-DEU,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-ESP,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-FRA,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-GRC,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-IRL,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-ITA,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-NLD,6.0
Zone_4A Mixed Humid,WEU,2020,C-WEU-PRT,6.0
Zone_4A Mixed Humid,WEU,2025,C-WEU-AUT,6.0
Zone_4A Mixed Humid,WEU,2025,C-WEU-BEL,6.0
Zone_4A Mixed Humid,WEU,2025,C-WEU-DEU,6.0
Zone_4A Mixed Humid,WEU,2025,C-WEU-ESP,6.0
Zone_4A Mixed Humid,WEU,2025,C-WEU-FRA,6.0
Zone_4A Mixed Humid,WEU,2025,C-WEU-GRC,6.0
Zone_4A Mixed Humid,WEU,2025,C-WEU-IRL,6.0
